url,ip,nb_www,nb_com,nb_dslash,http_in_path,punycode,port,tld_in_path,tld_in_subdomain,abnormal_subdomain,nb_subdomains,prefix_suffix,random_domain,shortening_service,path_extension,nb_redirection,nb_external_redirection,length_words_raw,char_repeat,shortest_words_raw,shortest_word_host,shortest_word_path,longest_words_raw,longest_word_host,longest_word_path,avg_words_raw,avg_word_host,avg_word_path,phish_hints,domain_in_brand,brand_in_subdomain,brand_in_path,suspecious_tld,statistical_report,nb_hyperlinks,ratio_intHyperlinks,ratio_extHyperlinks,nb_extCSS,ratio_extRedirection,ratio_extErrors,login_form,external_favicon,links_in_tags,ratio_intMedia,ratio_extMedia,sfh,iframe,popup_window,safe_anchor,onmouseover,right_clic,empty_title,domain_in_title,domain_with_copyright,whois_registered_domain,domain_registration_length,domain_age,web_traffic,dns_record,google_index,page_rank,status,URL_length,Domain_Length,SpecialCharacters,Tokens,Digits_URL,Digits_Domain
http://www.savethechildren.org/site/c.8rKLIXMGIpI4E/b.8631185/k.9CAE/Internships.htm,1,1,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,11,4,1,3,1,15,15,13,5.727272727,9.0,5.0,1,0,0,0,0,0,44,0.772727273,0.227272727,0,0.2,0.1,0,0,87.5,93.75,6.25,0,0,0,50.0,0,0,0,1,1,0,1252,8973,67603,0,1,6,0,84,23,24,False,10,0
http://mala-riba.com/view/,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,3,0,4,4,4,4,4,4,4.0,4.0,4.0,1,0,0,0,0,0,30,1.0,0.0,0,0.0,0.0,0,0,100.0,100.0,0.0,0,0,0,100.0,0,0,0,1,1,0,130,2426,0,0,1,2,1,26,13,7,False,0,0
http://hentech.com.hk/img/office360/,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,1,3,7,3,9,7,9,6.333333333,7.0,6.0,0,0,0,0,0,0,32,0.6875,0.3125,0,0.1,0.4,0,1,85.71428571,80.0,20.0,0,0,0,46.15384615,0,0,0,1,1,0,113,-1,0,0,1,0,1,36,14,11,False,3,0
https://shegetsaround.co.uk/,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,13,13,0,13,13,0,13.0,13.0,0.0,0,0,0,0,0,0,23,0.695652174,0.304347826,1,0.285714286,0.0,0,1,66.66666667,0.0,100.0,0,0,0,80.0,0,0,0,1,1,0,172,3481,3597817,0,0,3,0,28,19,6,isHttps,0,0
https://support-appleld.com.secureupdate.duilawyeryork.com/ap/b31466003a51a2b/?cmd=_update&dispatch=b31466003a51a2b07&locale=_,1,0,1,0,0,0,0,0,1,0,3,1,0,0,0,0,0,12,6,2,3,2,17,13,17,8.25,8.4,8.142857143,0,0,0,0,0,0,51,1.0,0.0,0,0.0,0.0,0,0,100.0,100.0,0.0,0,0,0,100.0,0,0,0,1,1,0,25,3993,5707171,0,1,0,1,126,50,43,isHttps,24,0
http://sof.edu.vn/sources/hjim/excelz/bizmail.php?email=nobody@mycraftmail.com,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,10,0,3,3,3,11,3,11,5.5,3.0,5.777777778,0,0,0,0,0,0,8,1.0,0.0,0,0.0,0.0,0,0,100.0,100.0,0.0,0,0,0,0.0,0,0,0,1,0,1,0,-1,3940522,0,1,1,1,78,10,14,False,0,0
http://www.wakeonlan.ru/rus/kb/tech/wakeonlan.php,0,1,0,0,0,0,0,1,0,0,3,0,0,0,0,1,0,7,3,2,3,2,9,9,9,4.714285714,6.0,4.2,0,0,0,0,0,0,85,0.847058824,0.152941176,0,0.153846154,0.076923077,1,0,83.33333333,0.0,100.0,0,0,0,16.66666667,0,0,0,1,1,0,308,-2,0,0,1,2,0,49,16,10,False,0,0
http://di448620c5wng.cloudfront.net/celulares-e-smartphones/l/te,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,7,1,1,10,1,13,13,11,6.714285714,11.5,4.8,0,0,0,0,0,2,50,0.94,0.06,1,0.0,0.0,0,1,96.0,0.0,0.0,0,0,0,0.0,0,0,1,1,0,0,1373,4471,265,0,1,4,1,64,28,17,False,7,7
https://cutt.ly/_BCP,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,1,3,4,3,4,4,3,3.5,4.0,3.0,0,0,0,0,0,0,55,0.945454545,0.054545455,0,0.0,0.0,0,0,91.66666667,100.0,0.0,0,0,0,33.33333333,0,0,0,0,1,0,0,920,11781,0,1,6,1,20,7,6,isHttps,0,0
http://www.math.com/students/calculators/calculators.html,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,3,3,3,4,11,4,11,6.833333333,3.5,8.5,0,0,0,0,0,0,85,0.882352941,0.117647059,0,0.2,0.3,0,0,50.0,100.0,0.0,0,0,0,25.0,0,0,0,0,0,0,3032,7988,24244,0,0,4,0,57,12,9,False,0,0
https://www.youtube.com/watch?v=5MyzOP0vyi0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,5,3,1,3,1,11,7,11,5.4,5.0,5.666666667,0,1,0,0,0,0,52,0.557692308,0.442307692,0,0.0,0.0,0,1,65.2173913,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,208,5636,2,0,0,10,0,43,15,11,isHttps,3,0
http://sma.naturealtree.com/ac?vx=Z4NwlHBmcGKclX54lp6XaHd1YKCWjJyepKZdaHy0j2lj/mthomas@fmgl.com.au,0,0,1,0,0,0,0,1,0,0,3,0,0,0,0,1,0,9,2,2,3,2,44,12,44,8.777777778,7.5,9.142857143,0,0,0,0,0,0,32,0.59375,0.40625,3,0.153846154,0.0,0,1,50.0,100.0,0.0,0,0,0,0.0,0,0,0,1,1,0,112,254,0,0,0,0,1,98,20,19,False,7,0
http://www.tvguide.com/tvshows/dynasty/cast/201073/,0,1,0,0,0,0,0,0,0,0,2,0,1,0,0,1,0,6,3,3,3,4,7,7,7,5.666666667,5.0,6.0,0,0,0,0,0,0,166,0.813253012,0.186746988,0,0.225806452,0.032258065,0,0,91.66666667,84.94623656,15.05376344,0,0,0,54.54545455,0,0,0,1,1,0,497,9363,2926,0,0,6,0,51,15,16,False,6,0
https://feemebikeshop.com.ar/,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,1,13,13,0,13,13,0,13.0,13.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0.0,0,0,0,1,0,0,17,-1,2097546,0,0,1,0,29,20,6,isHttps,0,0
http://streaming-blog.com/requirements-for-p2p-airplay/,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,6,0,3,4,3,12,9,12,6.333333333,6.5,6.25,0,0,0,0,0,0,18,0.5,0.5,0,0.111111111,0.0,0,0,100.0,0.0,100.0,0,0,0,95.83333333,0,0,0,1,0,0,374,2183,3190599,0,0,2,0,55,18,11,False,1,0
https://www.newcommunities.ie/,0,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,4,3,3,0,14,14,0,8.5,8.5,0.0,0,0,0,0,0,0,61,0.721311475,0.278688525,0,0.235294118,0.0,0,0,28.57142857,71.42857143,28.57142857,0,0,0,33.33333333,0,0,0,1,0,0,201,4913,0,0,0,3,0,30,21,6,isHttps,0,0
http://www.wellfloured.com/,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,4,3,3,0,11,11,0,7.0,7.0,0.0,0,0,0,0,0,0,17,0.352941176,0.647058824,1,0.090909091,0.090909091,0,1,33.33333333,0.0,0.0,0,0,0,12.5,0,0,0,1,1,0,291,1900,2457329,0,0,4,0,27,19,6,False,0,0
http://elisashopping.gq/pay/error,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,3,2,3,13,3,13,13,5,7.0,13.0,4.0,0,0,0,0,0,0,23,0.0,1.0,0,0.043478261,0.043478261,0,1,0.0,0.0,0.0,0,0,0,0.0,0,0,0,1,1,1,0,-1,0,0,1,0,1,33,16,6,False,0,0
http://www.pcgamer.com/the-best-pc-gaming-cpus-processors/,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,8,4,2,3,2,10,7,10,4.875,5.0,4.833333333,0,0,0,0,0,0,170,0.258823529,0.741176471,0,0.642857143,0.492063492,0,1,75.0,4.166666667,95.83333333,0,0,0,6.315789474,0,0,0,1,1,0,577,9286,1137,0,1,6,0,58,15,12,False,0,0
http://en.academic.ru/dic.nsf/enwiki/919901,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,6,1,2,2,3,8,8,6,4.666666667,5.0,4.5,0,0,0,0,0,0,273,0.820512821,0.179487179,0,0.530612245,0.183673469,0,1,86.66666667,94.44444444,5.555555556,0,0,0,64.84375,0,0,0,1,1,0,146,7160,2336,0,1,3,0,43,14,15,False,6,0
https://www.wazektomia.com/,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,3,3,3,0,10,10,0,6.5,6.5,0.0,0,0,0,0,0,0,203,0.921182266,0.078817734,2,0.0,0.0,0,1,84.21052632,78.78787879,21.21212121,0,0,0,90.0,0,0,0,0,0,0,1617,5322,2462105,0,0,3,0,27,18,6,isHttps,0,0
http://htl.li/kL5q30q5utK,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,0,3,3,11,11,3,11,7.0,3.0,11.0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0.0,0,0,1,1,0,1,0,-1,3014313,0,1,4,1,25,6,9,False,4,0
http://www.yeggi.com/q/death+mask/,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,4,4,1,3,1,10,5,10,4.75,4.0,5.5,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0.0,0,0,1,1,0,0,233,2948,12791,0,0,5,0,34,13,9,False,0,0
http://betasusturkeygiris.blogspot.com,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,1,0,2,0,8,8,0,18,18,0,13.0,13.0,0.0,0,1,0,0,0,0,14,0.071428571,0.928571429,0,0.846153846,0.615384615,0,1,0.0,0.0,0.0,0,0,0,14.28571429,0,0,0,1,0,0,374,7295,0,0,1,5,1,38,31,5,False,0,0
https://oldmalayalamcinema.wordpress.com/,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,1,9,9,0,18,18,0,13.5,13.5,0.0,0,1,0,0,0,0,73,0.150684932,0.849315068,10,0.032258065,0.0,0,1,24.0,0.0,100.0,0,0,0,33.33333333,0,0,0,1,0,0,587,7448,1496780,0,0,8,0,41,32,6,isHttps,0,0
https://definitions.uslegal.com/t/transaction-account-guarantee-program/,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,7,2,1,7,1,11,11,11,7.571428571,9.0,7.0,0,0,0,0,0,0,92,0.445652174,0.554347826,4,0.117647059,0.058823529,0,1,41.17647059,100.0,0.0,0,0,0,10.81081081,0,0,0,0,0,0,1008,8489,46313,0,0,4,0,72,23,11,isHttps,0,0
http://plataformaeducativa.se.jalisco.gob.mx/elpunto/misc/msci/,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,0,2,2,4,19,19,7,7.166666667,9.333333333,5.0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0.0,0,0,1,1,0,0,215,8916,14605,0,1,5,1,63,37,11,False,0,0
http://www.bionity.com/en/encyclopedia/Insecticide.html,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,6,3,2,3,2,12,7,12,6.5,5.0,7.25,0,0,0,0,0,0,108,0.703703704,0.296296296,0,0.71875,0.0,0,0,76.92307692,63.15789474,36.84210526,0,0,0,65.07936508,0,0,0,1,1,0,294,7375,1318241,0,0,5,0,55,15,9,False,0,0
https://www.pnp.co.za/welcome,0,1,1,0,0,0,0,0,0,0,3,0,1,0,0,0,0,3,3,3,3,7,7,3,7,4.333333333,3.0,7.0,0,0,0,0,0,2,519,0.938342967,0.061657033,0,0.1875,0.0,0,0,100.0,5.0,95.0,0,0,0,82.66666667,0,0,0,1,1,1,0,9337,31323,0,1,4,0,29,13,7,isHttps,0,0
http://www.site2design.ir/index.php,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,3,3,3,3,11,11,5,5.5,7.0,4.0,1,0,0,0,0,0,206,0.961165049,0.038834951,1,0.0,0.0,0,1,95.34883721,100.0,0.0,0,0,0,75.0,0,0,0,1,1,1,0,-1,6084457,0,0,1,0,35,18,8,False,1,1
http://io9.gizmodo.com/the-secrets-to-handling-passive-aggressive-people-1681127156,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,10,4,2,3,2,10,7,10,6.3,5.0,6.625,0,0,0,0,0,0,190,0.642105263,0.357894737,0,0.367647059,0.294117647,0,1,71.21212121,80.0,20.0,0,0,0,6.060606061,0,0,0,1,0,0,342,6598,1449,0,0,7,0,83,15,24,False,11,1
http://www.idganswers.com/,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,3,3,3,0,10,10,0,6.5,6.5,0.0,0,0,0,0,0,0,10,0.1,0.9,0,1.0,0.0,0,0,0.0,100.0,0.0,0,0,0,0.0,0,0,0,1,0,0,34,8001,4852003,0,0,3,0,26,18,6,False,0,0
https://www.slideshare.net/gibsondaniel83/market-segmentation-targeting-and-positioning,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,8,3,3,3,3,14,10,14,8.5,6.5,9.166666667,0,0,0,0,0,0,193,0.70984456,0.29015544,3,0.160714286,0.035714286,0,1,58.82352941,93.33333333,6.666666667,0,0,0,37.70491803,0,0,0,1,1,0,986,5222,136,0,0,8,0,87,18,13,isHttps,2,0
https://20200803154002-dot-res4po1ns5ive.rj.r.appspot.com/sw/index.html?username=,1,0,0,0,0,0,0,0,0,1,3,0,0,1,0,0,0,10,3,1,1,2,14,14,8,5.9,6.666666667,4.75,0,0,0,0,0,0,18,0.555555556,0.444444444,0,0.625,0.0,0,0,50.0,80.0,20.0,0,0,0,25.0,0,0,0,1,0,0,217,5627,0,0,1,5,1,81,49,31,isHttps,17,17
http://www.wisegeek.com/what-does-a-help-desk-analyst-do.htm,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,10,4,1,3,1,8,8,7,4.0,5.5,3.625,0,0,0,0,0,0,78,0.794871795,0.205128205,1,0.0,0.0,0,1,43.47826087,88.88888889,11.11111111,0,0,0,100.0,0,0,0,1,0,0,77,6132,28405,0,1,5,0,60,16,13,False,0,0
http://www.newhealthadvisor.com/Peripheral-Nervous-System.html,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,6,3,3,3,4,16,16,10,7.666666667,9.5,6.75,0,0,0,0,0,0,80,0.95,0.05,0,0.0,0.0,0,1,84.61538462,66.66666667,33.33333333,0,0,0,0.0,0,0,0,1,0,0,342,1850,0,0,0,5,0,62,24,9,False,0,0
http://www.spoj.com/problems/SHPATH,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,3,0,4,3,3,3,6,8,4,8,5.25,3.5,7.0,0,0,0,0,0,0,101,0.801980198,0.198019802,3,0.0,0.0,0,1,80.95238095,16.66666667,83.33333333,0,0,0,100.0,0,0,0,0,0,0,984,6321,64759,0,0,5,0,35,12,7,False,0,0
https://docs.google.com/forms/d/e/1FAIpQLSe0H5Q3v0zw136co7xLVdnPCHJewwbrttlNlXtzwnEMctdrIw/viewform?usp=send_form,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,10,3,1,4,1,56,6,56,9.2,5.0,10.25,1,1,0,0,0,0,27,0.37037037,0.62962963,4,0.0,0.0,0,1,33.33333333,0.0,100.0,0,0,0,0.0,0,0,0,1,1,0,2976,8346,1,0,1,10,1,113,15,22,isHttps,9,0
http://justlookapp.com/blog/wp-content/themes/storefront/assets/fonts/08e15334953fdade8356f27b07e32380,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,9,4,2,11,2,32,11,32,9.222222222,11.0,9.0,3,0,0,0,0,0,123,0.073170732,0.926829268,14,0.00877193,0.043859649,1,1,3.846153846,0.0,100.0,0,0,0,16.66666667,0,0,0,1,1,0,144,2048,0,0,1,0,1,102,15,35,False,23,0
https://www.manchester.ac.uk/,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2,3,3,3,0,10,10,0,6.5,6.5,0.0,0,0,0,0,0,0,280,0.971428571,0.028571429,0,0.625,0.125,0,0,100.0,97.26027397,2.739726027,0,0,0,57.14285714,0,0,0,0,0,0,0,-1,15044,0,0,5,0,29,20,7,isHttps,0,0
https://www.biblegateway.com/,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,3,3,3,0,12,12,0,7.5,7.5,0.0,0,0,0,0,0,0,88,0.863636364,0.136363636,0,0.083333333,0.0,0,0,100.0,33.33333333,66.66666667,0,0,0,20.0,0,0,0,0,1,0,246,8153,621,0,0,6,0,29,20,6,isHttps,0,0
http://www.decaturilbgc.com/ckeditor/themes/default/plwestern.ph.com/citingwast/welcome/welcome/login.php?cmd=login_submit&id=a699d331b0c43888ac3ced2190693fc8a699d331b0c43888ac3ced2190693fc8&session=a699d331b0c43888ac3ced2190693fc8a699d331b0c43888ac3ced2190693fc8,1,1,3,0,0,0,0,1,0,0,3,0,0,0,0,1,0,20,24,2,3,2,64,12,64,11.65,7.5,12.11111111,3,0,0,0,0,0,74,0.445945946,0.554054054,5,0.073170732,0.0,1,1,12.5,0.0,100.0,0,0,0,17.39130435,0,0,0,1,1,0,285,4097,0,0,1,3,1,263,20,107,False,84,0
http://www.whereleb.com/,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,2,3,3,3,0,8,8,0,5.5,5.5,0.0,0,0,0,0,0,0,127,0.984251969,0.015748031,0,0.0,0.0,0,0,66.66666667,100.0,0.0,0,0,0,100.0,0,0,0,1,0,0,130,3887,985551,0,0,3,0,24,16,6,False,0,0
http://www.simon.com/mall/town-center-at-cobb/stores/traffic-shoes,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,10,6,2,3,2,7,5,7,4.6,4.0,4.75,0,0,0,0,0,0,167,0.71257485,0.28742515,0,0.020833333,0.0,0,1,76.5625,100.0,0.0,0,0,0,40.0,0,0,0,0,0,0,1486,8375,31104,0,1,5,0,66,13,13,False,0,0
http://email.veromailer.com/c/eJx1kV1v2jAUhn9NuKlAxs6XL3IRCmEdYp1aJlZukLFNPurYnnMKDb9-CVvbTNUky7LPefz6PedwVltW5toLZk7y0pZSw16YmpVdaJ44aCzjzywvdT7hph7xD152kNo3L4dKcujh7_c3HibbcUAIDvyRSBiJER0-OTFXMijNVfvWaHBGjcoEI4wQxv408ANCJ9NJlt4uMroI51lMshnyPR-dpOtdKemuPoqESj9EPo0lp_yADofQF0caxCKI5ZFFERu5BJhjk9yxgtWdwqdaVFIA2MYjqYezbgnDm0luTK5kn-8iL9wjmXy1xoFH5sKctTJMeDgsRXefBhtox6pa2Of00aV6h36dH0J2WUIg9Ubchx3Y295f6aGZrj2f7LzB3OhTh-9Dtd4ogXS8unA2u8wvPwvYfeX2CY7r6i63X15zMq3bxXkXuadVtKpPrq0KaHNYIi2rmMJiO1v_ENjhNK2Ac_x4t16nZ7VqtlHk90UHZH7dhiP6_zwH0Nuxr6wDI0JRFA8B60yvsteslj3xUPKCOXGzlFqYdkhCa6_EN3lulASQ7p-srK1iIN-FRpD0XRr_-XIc0dCP6N_gbxt565U,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,19,13,1,5,1,87,10,87,31.52631579,7.5,34.35294118,0,0,0,0,0,2,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0.0,0,0,1,1,0,0,173,2018,0,0,1,0,1,629,20,131,False,108,0
http://www.explainthatstuff.com/laserprinters.html,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,4,4,3,3,4,16,16,13,9.0,9.5,8.5,0,0,0,0,0,0,85,0.741176471,0.258823529,0,0.409090909,0.0,0,0,66.66666667,0.0,0.0,0,0,0,27.5862069,0,0,0,1,1,0,638,5205,26730,0,0,5,0,50,24,7,False,0,0
https://www.bluefountainmedia.com/digital-marketing,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,4,3,3,3,7,17,17,9,9.0,10.0,8.0,0,0,0,0,0,0,160,0.88125,0.11875,2,0.0,0.105263158,0,1,81.39534884,92.30769231,7.692307692,0,0,0,33.33333333,0,0,0,1,1,0,444,5400,32887,0,1,5,0,51,25,7,isHttps,0,0
https://153284594738391.statictab.com/2506080?signed_request=vLSGIn9-mAPLo6LyP7j3KlFSRK21rVpIY43KPlBTDWI.eyJhbGdvcml0aG0iOiJITUFDLVNIQTI1NiIsImlzc3VlZF9hdCI6MTQxNjU0NDIzNywicGFnZSI6eyJpZCI6IjQ2MDk4ODc5NzI3ODA2NyIsImFkbWluIjpmYWxzZSwibGlrZWQiOnRydWV9LCJ1c,1,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,8,2,6,9,6,149,15,149,29.375,12.0,35.16666667,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0.0,0,0,1,1,0,0,274,3378,3100263,0,1,4,1,254,29,57,isHttps,46,15
https://ionainstitute.ie/,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,13,13,0,13,13,0,13.0,13.0,0.0,0,0,0,0,0,0,177,0.926553672,0.073446328,0,0.615384615,0.230769231,0,0,100.0,100.0,0.0,0,0,0,13.33333333,0,0,0,1,0,0,34,5080,2716802,0,0,4,0,25,16,5,isHttps,0,0
http://www.tutorialspoint.com/javascript/javascript_date_object.htm,0,1,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,7,3,3,3,3,14,14,10,7.142857143,8.5,6.6,0,0,0,0,0,0,176,0.960227273,0.039772727,0,0.0,0.0,0,0,66.66666667,100.0,0.0,0,0,0,95.45454545,0,0,0,0,1,0,70,5044,380,0,0,5,0,67,22,10,False,0,0
http://media.digikey.com/pdf/Data%20Sheets/General%20Cable%20PDFs/GenSPEED_10MTP.pdf,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,11,2,3,5,3,8,7,8,5.727272727,6.0,5.666666667,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0.0,0,0,1,1,1,0,269,9229,6293,0,1,6,0,84,17,22,False,8,0
